id,label
93690,0
88540,0
21905,0
73831,2
2382,0
13640,0
53960,2
25032,0
98895,2
42597,3
39201,0
74810,1
69184,3
26863,2
63011,0
8025,0
52321,0
33296,0
86020,0
90175,0
1673,0
5140,0
71485,3
9909,0
13279,0
57848,2
43651,3
30151,1
31758,0
16561,0
81652,0
24572,0
71631,3
70413,0
46434,0
20301,3
60039,0
38,0
15316,0
66710,0
81386,2
42252,0
90807,0
52410,3
15723,2
39919,0
37687,0
72778,0
997,3
21167,3
64381,0
98055,2
61182,0
84096,0
39873,3
44791,3
57549,0
11687,0
94309,0
53601,3
76650,0
2183,0
84303,0
88358,1
78107,0
15471,3
45740,3
72232,0
12788,0
59126,2
47491,1
51004,0
29297,0
98229,0
92421,0
50140,2
85716,3
44132,0
59218,0
49208,0
88024,0
75880,0
79681,2
83983,0
61166,2
1212,0
900,0
2945,0
48071,0
64203,0
58223,2
28277,0
50186,0
81005,0
9393,3
57413,0
87179,3
33041,1
86936,0
68860,3
41494,0
38271,2
21963,0
44671,0
13806,0
89338,0
56944,0
47707,3
10856,0
5096,0
83000,3
73326,0
69315,1
60210,0
79749,2
44858,2
35164,0
71502,0
90171,2
85411,0
23781,2
22797,0
98447,0
69242,0
74540,0
53200,0
87345,0
75519,3
8810,3
27842,0
9891,0
35810,3
39496,0
46460,0
61679,0
60447,0
71947,0
33654,0
17916,0
66585,0
33184,1
97030,0
84350,0
24632,0
35933,2
17881,0
97045,0
81093,2
65707,2
57274,0
65102,0
74980,0
12977,0
20455,0
1446,0
30100,3
55179,0
74218,0
11137,0
23421,2
75629,0
90142,0
94866,3
70173,0
43674,2
29734,0
95149,3
21842,0
17039,0
78215,0
56323,3
89584,0
89389,0
58467,0
38459,3
23394,1
70603,0
43746,1
31767,0
64821,0
11570,0
34039,0
56657,0
32705,0
70950,2
5438,3
76622,3
91988,3
94218,3
17965,0
80162,0
62605,1
63037,0
31353,3
86507,0
82464,0
36108,2
47449,0
16492,2
20580,0
65061,2
13021,0
57189,0
31076,0
46289,0
29990,0
1940,0
99848,0
84845,0
33219,0
41314,2
79153,0
2743,0
65771,3
99957,3
4016,2
66790,0
43002,0
87956,0
60389,0
8752,3
41948,3
8557,3
31740,2
6802,0
2157,2
64924,0
3916,0
98483,0
91485,2
85822,0
58899,0
13372,0
51576,1
42988,0
79317,0
27390,0
51665,0
79750,3
32805,3
63975,0
72251,0
94470,0
99912,0
60282,3
18804,0
45220,3
8180,0
53406,0
15059,0
39886,0
82824,1
24010,3
3336,0
82185,0
15447,3
44468,0
64832,2
82458,0
27625,0
11353,0
33527,0
49247,3
63628,0
3251,0
25734,2
86909,1
14348,3
34806,0
83025,2
37869,3
4134,0
74530,0
72663,0
51668,0
70420,3
22015,2
10614,3
57262,3
87645,2
27000,1
630,0
84487,3
63973,0
15582,1
88615,0
95553,0
28008,0
99186,3
23437,0
49840,2
52462,0
34105,2
58587,3
793,3
70593,3
75933,3
5968,0
75837,0
69187,3
11460,0
8620,0
56595,2
73120,0
84938,0
63390,0
394,3
8618,0
44612,2
48299,0
14767,0
85203,0
62346,0
59834,0
86142,1
52992,1
17202,1
47971,0
49599,0
92564,0
2207,0
27252,0
18365,3
9022,3
36891,0
28259,0
87700,0
19705,0
17903,2
45770,3
64956,0
62914,3
43361,1
90631,3
78126,0
40169,0
73874,2
56856,2
33558,0
9514,0
54225,2
19928,0
26669,0
61544,2
47548,2
10537,0
61652,0
74541,2
45551,0
20307,0
84122,0
81017,0
91800,0
35413,0
74084,2
50400,0
53560,0
59822,1
62735,0
59393,0
68762,0
27208,2
84136,0
3390,1
34094,0
33026,0
80810,0
14472,3
71516,0
60755,0
21078,0
90165,0
4013,3
18049,0
7807,2
78147,0
67995,3
25110,0
71806,0
86145,0
95259,0
74978,3
61579,1
36398,3
45663,0
34243,0
52653,0
89812,1
12123,0
27512,3
7115,0
66850,2
8344,2
13440,3
12386,0
19266,0
94779,0
99304,0
91986,0
45214,3
58240,0
83536,2
36850,3
75931,0
52929,0
9553,0
2410,0
37794,0
77968,0
14588,2
2283,0
70609,3
11073,0
7499,0
77191,2
51870,0
36407,3
7042,0
32142,3
53536,0
68205,0
13265,0
67099,3
37158,3
95505,3
71671,0
76982,1
87646,0
480,0
20665,3
71229,0
31959,0
21968,0
53620,3
85112,0
29383,0
8649,3
91591,0
80843,0
43232,0
16531,2
31526,0
98872,3
72659,0
13003,0
48999,3
83620,2
8735,0
73749,0
44001,0
85123,0
31108,0
38935,3
42872,2
56067,3
41603,0
36007,0
86789,0
32839,0
40537,2
6137,0
80243,0
35005,0
96112,0
36206,0
49119,2
78355,0
89318,3
67949,0
34789,0
51374,0
7181,0
88076,0
62541,0
63685,0
87577,0
81141,0
55450,3
96455,2
80515,2
45812,0
91321,2
19636,0
31241,2
42155,3
31421,0
45498,2
86603,3
26703,0
77411,0
19760,0
14356,0
91017,0
48394,0
67589,2
88371,0
79412,0
73646,0
34794,2
23579,0
94207,0
84336,3
98715,0
39714,0
85177,0
10967,0
66059,3
40634,0
8791,0
89894,3
63271,0
33840,3
65103,0
66407,0
21284,2
8401,3
68945,2
13275,0
23527,0
8274,0
10623,3
25943,0
54932,0
16901,0
9786,0
65921,0
32799,3
60064,3
72980,0
59840,3
75689,3
88787,2
96412,2
34749,0
60281,0
76553,0
70715,0
53704,3
80222,0
22929,0
63431,0
16368,0
17853,0
29155,3
17361,0
20055,3
92039,0
84259,3
40848,0
37061,0
58174,1
72354,0
78342,0
85544,0
18389,2
15166,0
69660,0
32830,0
62274,3
87341,3
7152,0
73596,3
19183,2
84734,3
62902,1
92417,0
20529,0
50396,2
96259,3
9876,0
11003,3
84860,2
7594,0
54236,0
23199,0
88055,2
25190,0
81927,3
67807,0
92191,3
59224,0
11104,0
53375,0
61228,3
39517,0
40051,0
63177,0
18498,3
5186,2
23391,0
49787,3
35548,2
92985,0
45722,2
30157,3
71137,3
65927,0
75141,0
37916,0
62787,0
26052,2
36381,0
89425,2
71927,0
62214,0
77427,0
20383,3
79305,2
21562,2
54065,3
4561,0
59354,0
56333,0
35972,0
38805,2
11133,0
29366,2
31239,0
14060,0
22377,0
10540,3
99836,0
35985,3
42787,0
92237,0
29072,0
56969,0
28759,0
75447,3
5512,2
8630,0
31783,0
91161,0
28922,0
24967,3
52138,2
50748,0
93440,3
75164,0
15017,0
29984,1
4580,0
53939,0
30420,3
31599,0
97992,3
79117,0
28435,0
43301,1
34856,3
25396,1
85233,3
64984,0
91122,0
31548,0
47008,3
68837,0
91918,0
14292,0
44888,0
63068,0
88605,0
96286,3
4475,3
16999,0
6181,0
14526,0
8877,3
38652,0
25852,2
2370,0
86840,0
3903,0
10407,3
74242,3
29882,0
39450,0
33006,0
82217,0
7826,0
12718,3
71815,0
81265,2
24499,0
64240,3
35233,0
15046,2
95295,2
85973,3
65623,3
37125,0
16928,0
48502,3
43473,0
75469,2
19835,3
68306,0
36310,0
71285,3
18078,0
57171,0
37131,0
83993,0
39279,0
84961,3
68233,2
26380,0
738,0
34442,0
83712,0
24851,0
53634,0
68005,3
79433,0
12669,0
72435,1
64530,2
7926,0
30398,0
54929,3
59372,3
61080,0
8067,0
57057,3
32263,0
18819,1
33591,0
83718,1
2949,0
87471,0
27372,0
53395,0
77610,0
46608,3
16358,3
71650,0
71715,0
87256,2
8750,0
74466,3
71286,0
10696,1
24665,3
62300,2
50215,1
33205,0
36308,0
50775,0
66340,0
62073,0
42693,0
44477,0
99958,3
90060,0
22392,0
86068,0
89197,0
85514,2
6293,3
1225,3
66753,0
41076,2
28325,2
64739,0
7629,0
43509,0
79533,2
73266,3
76646,2
89647,0
51553,0
47342,0
31320,0
1875,0
94765,3
30945,3
34166,2
19536,2
60304,0
93544,0
40255,0
37413,0
27900,0
59394,2
22214,0
65614,0
69172,0
42003,3
5250,0
35237,0
34506,3
74570,3
86234,0
81271,0
3479,3
49072,0
95279,0
71358,0
50948,3
6893,2
24633,0
62281,3
70116,2
16107,0
71228,1
54073,0
72945,3
36415,2
16580,0
32181,0
61176,0
37077,0
24347,3
78314,0
5802,0
10935,2
49550,2
33535,0
50746,2
26764,3
86800,0
87942,0
14056,0
38158,0
35719,0
76046,0
77949,0
83129,0
58483,0
65641,0
76952,2
57746,0
45499,0
14106,0
92629,3
73832,0
41037,3
76072,0
38221,0
18529,0
32913,0
52561,0
72685,0
11485,0
30605,3
32183,0
75051,3
57517,0
73065,0
61092,0
76779,0
50524,0
56074,0
90500,3
49155,0
22058,0
24522,0
53033,0
19030,2
88724,0
37491,0
84858,1
90295,2
87921,0
32442,3
61839,2
34739,0
64571,2
75918,3
97700,2
31858,0
24553,3
83936,2
33796,3
14778,2
96637,3
82331,1
63268,1
76343,0
76491,3
12912,0
11389,0
14073,0
82247,0
66260,0
62734,0
11397,0
27376,0
2752,0
14876,0
35575,0
14214,0
67977,0
69971,2
23835,0
47024,0
82352,0
16779,0
61774,0
54294,0
77799,0
76781,0
1277,3
99519,0
27798,0
93779,0
55984,0
32717,0
93949,0
1819,0
29439,0
31550,2
28578,2
37115,0
2137,0
13085,0
75737,3
91665,3
36795,0
17182,0
32458,0
30376,0
29183,0
81232,0
96584,0
82141,0
22697,0
3205,0
4214,0
96038,0
38918,0
87848,3
84990,0
17988,0
70305,0
27417,0
44243,0
16061,0
10334,0
59386,1
69994,0
26881,0
86339,0
43314,2
94511,2
27459,0
3455,2
89280,0
99416,0
25382,0
32484,0
26026,2
74440,0
36151,3
51847,0
50707,0
23685,3
75706,3
93973,3
59059,0
6522,0
65649,0
13665,2
3364,3
30032,0
93637,0
68350,2
4312,0
20106,0
10881,0
13340,0
97398,0
63100,3
42377,0
77149,0
83482,3
98563,0
50139,1
75942,0
45304,0
16723,2
15390,0
86566,3
23153,2
26903,0
79631,0
77533,2
72921,0
6763,3
73238,0
53332,0
63791,0
91224,0
45538,0
36391,0
98457,2
6882,2
86529,3
55296,0
81695,0
26637,0
68498,0
86125,0
7637,0
42401,0
52211,0
67399,0
45422,0
41557,0
16959,0
72881,0
64075,0
78999,0
89340,0
4720,0
25229,2
77615,0
92965,0
28980,0
73284,0
17626,0
93229,0
8388,3
40478,0
48899,3
70879,2
96039,3
29860,0
54205,0
69218,0
87586,0
1660,2
47583,0
89707,3
34507,1
50701,2
19352,0
11161,0
89638,0
27855,0
17961,3
70307,0
23623,0
22942,2
53782,0
48500,0
1079,0
90395,0
7184,0
14996,0
5329,0
85846,0
78144,0
51076,0
12052,3
93560,0
33398,0
40029,2
93080,0
89980,2
97035,2
99068,0
51214,0
12817,3
7940,3
71109,0
66543,0
96265,0
76216,2
24757,0
93739,0
28609,0
4703,0
90118,1
20684,0
33379,2
16140,0
45382,0
67226,0
23496,2
32379,3
7467,0
9190,0
28181,0
76866,0
68808,0
87285,0
96180,0
28347,0
96884,3
66257,0
20912,0
87315,3
39233,0
3732,0
37992,0
46981,3
38480,2
24804,0
7376,0
67044,3
80302,0
4704,0
10179,3
33974,0
33875,2
44029,0
94074,0
59715,0
92387,3
85996,3
31867,0
1302,2
64210,2
44941,3
37009,0
21637,0
55316,0
59494,0
1090,0
84151,0
81089,3
62234,0
34465,0
39988,0
70430,0
71011,3
60500,0
34655,3
22484,0
20264,0
38076,1
76953,2
4658,0
14212,0
90615,0
13974,0
99019,0
32637,0
80997,2
56742,0
37235,3
18139,0
49346,3
11170,0
34210,0
42758,0
60805,0
44093,3
14059,0
24768,0
63858,3
98811,0
6993,0
96577,0
831,3
18326,3
91333,2
62264,0
3711,3
9342,2
32450,2
77922,0
91308,0
70850,2
47603,2
61714,0
74703,2
81736,0
20990,0
54688,0
27194,0
78797,2
58775,0
72552,0
80845,0
21377,0
38206,0
64361,0
40638,0
29442,2
34574,0
21555,0
72121,0
34735,0
2675,2
18527,0
7697,0
51261,0
26262,0
62934,0
75756,2
98987,0
69888,0
11309,3
11499,0
70460,2
42889,2
34175,0
71446,3
94377,3
27455,3
37477,0
71845,0
56774,0
80400,0
32462,3
78916,0
45629,0
75182,0
7436,2
24488,0
95056,2
22846,2
72273,0
11205,2
56313,0
53035,0
40997,0
50914,3
54440,2
19403,0
89788,2
84709,0
56717,2
31094,0
86035,0
9017,0
69604,2
21957,0
16676,0
4854,0
75712,0
44489,2
75993,0
29607,1
42980,0
66419,0
3960,0
30227,0
45661,3
83951,0
69361,0
42729,0
31930,0
55605,0
95185,0
1670,0
34250,3
37937,0
52391,0
64949,3
49429,2
39483,0
98576,0
81292,0
48904,0
77039,0
17065,0
8968,0
58343,0
58370,0
81547,0
52815,0
40626,0
62048,0
72079,2
9604,3
30177,3
31484,0
12393,3
34786,3
35113,3
40798,0
8781,0
5707,3
27336,2
44392,3
17112,0
45219,0
8834,0
92981,0
15402,0
91992,0
40614,0
98716,0
97823,0
64792,0
93065,2
29342,0
35267,0
30297,3
2756,2
49794,0
12152,0
98468,0
13518,0
99881,0
26353,0
16998,0
41253,0
69906,3
15469,0
42116,1
92642,0
55932,3
48413,0
44262,0
65799,0
5798,0
44988,2
88524,2
13209,0
8104,2
76294,3
69739,0
2305,3
68163,2
12024,2
35404,0
11552,3
52587,0
15998,3
97242,0
8574,0
41646,0
76890,2
90084,0
73081,0
12991,2
80847,3
38053,0
48816,0
21255,2
58125,0
60825,0
68923,0
57723,0
11277,0
82743,0
52903,2
59955,2
91957,0
67846,0
30308,2
42068,0
22843,0
11382,0
67300,2
12585,2
85758,0
86954,3
92779,0
65154,0
31025,0
31322,0
93016,0
35759,0
18973,3
52204,0
91867,0
9219,0
50228,2
76439,2
72353,0
32860,0
261,0
46916,0
7422,0
7285,2
74822,0
81097,2
4830,1
43353,0
74109,0
35364,1
88224,0
51182,3
81120,0
5656,0
11909,2
37015,0
7988,0
8421,0
95851,2
48267,0
61603,0
17359,0
96655,0
98323,0
10472,0
69562,0
19444,2
79869,2
48054,0
14321,2
64417,0
331,1
19826,0
23317,0
65992,3
25840,0
25568,0
48851,0
77355,0
48530,1
18408,2
3142,0
33508,2
57794,0
96811,2
81761,3
94064,1
45768,0
96471,3
74816,0
16940,0
81413,3
88798,2
76405,0
58301,0
24166,0
31153,0
63066,0
57667,0
42824,0
2017,3
42830,3
66631,0
84372,0
43813,0
24745,3
72111,0
70564,0
4379,0
24741,0
1381,0
23012,0
35976,3
67297,0
13384,0
15947,0
37395,2
12680,2
47839,0
97494,0
76358,0
6313,0
25547,3
98998,2
71019,0
52821,0
94777,1
71450,0
13991,0
47533,3
96172,0
31772,0
60070,2
95888,0
51467,3
69375,2
18026,0
86748,3
86097,0
26790,0
96709,0
45823,3
93676,0
66460,0
70132,0
17285,0
14114,0
38179,3
83146,0
30891,0
24055,3
70739,0
58849,3
24074,2
53814,2
55868,3
51129,1
39747,3
58600,3
12305,0
6135,0
60245,3
70591,0
86962,2
26716,0
99538,0
70923,0
10829,0
96457,0
52866,0
36412,0
27748,0
52596,0
45338,3
26180,0
30231,0
2660,2
41782,0
38111,0
99891,0
72612,0
23263,3
11153,0
79319,3
26624,0
64696,0
35049,0
83068,0
47535,0
40093,2
78705,3
1795,0
81370,3
45526,2
75293,0
55877,3
44216,0
33762,0
79044,3
16646,0
25687,0
73580,0
50439,0
90307,0
44100,0
16714,0
96955,0
53949,0
92726,0
34631,1
19174,0
59954,0
52889,2
66606,0
92942,2
22346,0
2797,0
88901,0
49784,0
43880,0
62910,0
8002,0
12435,3
92047,0
17696,3
78845,0
69156,0
60485,0
48164,0
66917,2
89166,0
24373,3
20919,0
9448,0
47285,0
99337,0
55704,2
74473,0
47786,0
82406,0
13088,0
49927,2
53691,0
48126,0
27185,0
30149,0
3286,2
5863,3
70916,0
42661,0
61854,0
37528,3
69463,3
61805,0
45864,0
13514,0
66120,0
32298,0
8741,0
48023,3
82606,3
44437,0
71795,0
73349,0
34280,3
48050,0
5485,0
85198,1
35490,0
19251,0
25860,3
47985,2
92820,0
96314,2
18549,0
21880,0
27386,0
48079,0
57118,0
17614,0
5599,0
99404,0
34752,0
72871,0
11052,3
59261,0
79826,3
92453,2
12814,0
47269,0
82722,0
22267,0
61763,3
86562,0
81573,0
75407,0
91142,0
95915,1
23502,3
44957,0
41426,2
18816,0
47913,0
50411,0
69956,0
19732,2
83902,2
24361,3
37862,3
86120,3
26636,0
85856,0
5944,0
97890,0
21658,0
65167,0
18319,3
35153,0
23035,0
87648,0
57519,0
35259,0
44244,0
30416,0
2488,3
94787,0
47224,2
9447,0
63999,0
38712,2
36613,1
142,2
62012,3
43818,0
85045,0
61536,2
73007,3
53645,3
62237,3
2472,0
50049,0
32998,0
79623,0
85675,0
39337,0
23209,0
69329,2
54693,0
15630,0
11360,0
7754,0
38766,0
15347,0
63586,0
97464,2
82393,0
69249,2
86371,2
40899,1
13558,0
75391,2
85318,0
86138,3
90064,3
14449,3
78239,0
57354,3
31121,0
67041,3
58957,0
98371,2
1699,0
4915,0
96599,0
1774,0
73639,3
87879,0
14192,2
49165,0
29087,0
29050,3
90702,0
54180,2
87340,0
51878,0
6890,0
87259,0
42035,2
30262,2
49876,1
1748,0
17757,1
14202,0
41651,0
24659,0
30694,2
55295,0
74136,0
33672,0
21512,0
25242,0
1810,3
3614,3
12723,0
63534,0
88923,0
5083,0
82440,1
79935,0
86144,0
45721,0
21376,0
22666,0
67069,2
57575,0
89572,0
72114,0
75479,0
87936,3
71741,3
20117,0
55957,3
37165,0
16023,0
80899,1
78444,0
45435,0
64057,0
30300,0
40620,3
241,0
6375,0
14476,0
55049,0
43955,0
72438,0
62414,0
87386,3
33668,0
79612,3
71006,0
70432,0
37982,2
63067,0
55169,0
7446,0
97343,2
36849,3
71487,0
18105,0
61686,2
40273,0
41118,2
41372,3
45786,0
70965,0
40644,0
17153,1
37615,0
65679,0
79105,3
55245,2
41856,0
33525,0
10116,3
17016,3
20724,0
73421,0
55505,0
70148,3
99796,0
51200,0
63809,0
85014,0
33596,0
61275,0
52212,0
5203,0
29099,3
88556,3
28853,3
81420,0
15063,0
50221,3
87549,0
14020,3
20012,0
5282,0
22078,0
32870,0
49385,0
74927,0
50444,0
79691,2
63677,0
78680,0
25408,0
28361,0
62106,2
92568,0
65199,0
49357,3
57487,0
58929,0
31028,0
4168,0
220,0
42438,1
36298,0
91870,0
43579,3
84645,0
13614,0
88593,3
64615,0
20953,3
68305,0
59438,0
6165,1
82510,0
35840,0
1312,0
23045,0
36943,2
87182,1
40436,3
43526,0
57348,3
82054,0
57506,3
20109,2
85711,0
47210,3
73548,2
95742,3
14091,0
36122,3
71637,2
79068,0
57982,3
79090,3
97342,1
3998,0
65120,0
51372,0
2122,0
40437,3
10001,0
59409,0
39157,0
14921,0
98360,3
29967,1
34951,0
66037,2
2368,0
20813,2
33816,0
30257,0
93130,0
73510,0
25306,0
5732,2
94147,0
69064,1
92941,2
83674,3
46065,0
89984,0
11878,2
98805,0
76482,3
274,3
33826,0
28078,3
88813,0
4994,0
72434,2
32499,0
61690,0
51938,3
53510,0
21504,0
32851,0
15098,3
72257,0
17680,3
70254,2
85246,0
45718,2
99899,0
52635,0
11366,0
23313,0
20717,0
44300,0
52743,0
94636,0
13214,3
21091,0
81415,0
33053,0
95093,0
29253,1
18257,3
33751,1
67322,0
29904,3
69572,0
79871,0
20154,3
31546,0
